# Model hyperparameter values by iteration
# iter              npts                   kernel.variance   kernel.lengthscale  kernel_1.lengthscale  kernel_2.lengthscale  kernel_3.lengthscale  kernel_4.lengthscale  kernel_5.lengthscale  kernel_6.lengthscale  kernel_7.lengthscale
  2.3000000000E+01  3.3000000000E+01       4.4975673363E+03  1.2435683480E+00  6.5464710462E+00  8.6548366373E+00  7.0238771181E+01  9.6150042073E+01  8.4074543655E+01  8.4684671277E+01  7.8985298154E+01
  2.4000000000E+01  3.4000000000E+01       4.4154631972E+03  1.2047544805E+00  6.2119891999E+00  8.2865062610E+00  6.2483125327E+01  9.0738652321E+01  8.0592967121E+01  8.0660240057E+01  7.5284923943E+01
  2.5000000000E+01  3.5000000000E+01       4.4132219007E+03  1.2652826938E+00  6.9546679858E+00  8.7677559253E+00  6.4554305246E+01  9.6915030974E+01  8.6026356300E+01  8.6551789755E+01  8.0331410507E+01
  2.6000000000E+01  3.6000000000E+01       4.1948425470E+03  1.2211193623E+00  6.5527177279E+00  8.4709233351E+00  6.2401373855E+01  9.2133715435E+01  8.1900090612E+01  8.2419275529E+01  7.5608364306E+01
  2.7000000000E+01  3.7000000000E+01       4.1262824642E+03  1.2908106582E+00  7.0928906282E+00  8.9712274902E+00  6.3359428129E+01  1.0324392186E+02  9.2921275924E+01  8.8572503728E+01  7.9759736776E+01
  2.8000000000E+01  3.8000000000E+01       4.1233058687E+03  1.3911130420E+00  8.1585932984E+00  9.5740609796E+00  6.4254152977E+01  1.1711287677E+02  1.0322190846E+02  9.8619210563E+01  9.1167479451E+01
  2.9000000000E+01  3.9000000000E+01       3.9554324435E+03  1.2915023829E+00  7.1915737751E+00  8.8929147066E+00  6.3337859318E+01  1.0547717153E+02  9.3535591458E+01  8.9612976322E+01  8.3246346387E+01
  3.0000000000E+01  4.0000000000E+01       3.9057711556E+03  1.3446191185E+00  7.8763314597E+00  9.3238070814E+00  6.5813857514E+01  1.1331827587E+02  9.8968361688E+01  9.6560045097E+01  8.8492783381E+01
  3.1000000000E+01  4.1000000000E+01       4.3667000104E+03  1.1772307302E+00  6.4298211760E+00  8.3935138504E+00  5.7521427972E+01  9.5796857894E+01  8.1492460502E+01  8.0918526318E+01  7.3473169512E+01
  3.2000000000E+01  4.2000000000E+01       4.4197708171E+03  1.0909139362E+00  5.6909408143E+00  6.5841797798E+00  5.6249328501E+01  8.3216974483E+01  7.3672552082E+01  6.5407532311E+01  6.6206685789E+01
  3.3000000000E+01  4.3000000000E+01       4.3248011990E+03  1.0853121526E+00  5.6291415790E+00  6.4871867310E+00  5.6027290519E+01  8.1784211237E+01  7.3433316926E+01  6.4275488528E+01  6.4717843373E+01
  3.4000000000E+01  4.4000000000E+01       4.3240589939E+03  9.7104280839E-01  5.2062946713E+00  6.2490467167E+00  5.3604221040E+01  7.2407535635E+01  6.6807740323E+01  5.9364102261E+01  6.1581283361E+01
  3.5000000000E+01  4.5000000000E+01       4.1986494494E+03  1.0292411601E+00  6.2561699746E+00  6.5306273916E+00  5.6375888819E+01  8.6900510647E+01  7.9822375035E+01  6.2236071360E+01  7.1050870543E+01
  3.6000000000E+01  4.6000000000E+01       4.1960506214E+03  9.6769730814E-01  5.4714719581E+00  6.3757704717E+00  5.3254858502E+01  7.5632229758E+01  7.2102222238E+01  5.9666678765E+01  6.3645789159E+01
  3.7000000000E+01  4.7000000000E+01       4.0530275765E+03  9.6335924594E-01  5.4159304435E+00  6.3194046818E+00  5.3880901233E+01  7.0921070578E+01  6.9623480129E+01  6.0052946153E+01  6.3631300691E+01
  3.8000000000E+01  4.8000000000E+01       4.0518202930E+03  9.6577588149E-01  5.5478694174E+00  6.3418859317E+00  5.4194327459E+01  7.3419346011E+01  7.0955673862E+01  6.0139504633E+01  6.5083293008E+01
  3.9000000000E+01  4.9000000000E+01       3.9192332215E+03  9.7516460264E-01  6.1142243991E+00  6.5252915183E+00  5.6125618592E+01  8.4806625015E+01  7.5145636447E+01  6.0465799775E+01  6.8910176338E+01
  4.0000000000E+01  5.0000000000E+01       3.9130887085E+03  9.8114047062E-01  6.7043448750E+00  6.7130140699E+00  5.9948582432E+01  9.6360381874E+01  8.2586888185E+01  6.3759380883E+01  7.5445182957E+01
  4.1000000000E+01  5.1000000000E+01       3.5174429517E+03  2.5112428427E+00  1.2852077155E+01  2.1274583853E+01  1.5913544811E+02  2.6941053831E+01  2.7029966577E+02  1.4961538866E+02  2.0217430909E+02
  4.2000000000E+01  5.2000000000E+01       3.4521650808E+03  2.5126281115E+00  1.2888558582E+01  2.1352820598E+01  1.5968019963E+02  2.6763199441E+01  2.7219707005E+02  1.5051001084E+02  2.0285494261E+02
  4.3000000000E+01  5.3000000000E+01       3.4502393690E+03  2.5411694275E+00  1.2948294994E+01  2.1493028049E+01  1.5927355351E+02  2.6822387498E+01  2.7405518723E+02  1.5162179476E+02  2.0421608784E+02
  4.4000000000E+01  5.4000000000E+01       3.3331807948E+03  2.5491921230E+00  1.2985301205E+01  2.1730209062E+01  1.5940398318E+02  2.6468420187E+01  2.7722822768E+02  1.5223478545E+02  2.0631652512E+02
  4.5000000000E+01  5.5000000000E+01       3.3327842783E+03  2.5677760500E+00  1.3038025159E+01  2.1874220562E+01  1.6195130433E+02  2.6430390938E+01  2.7811999476E+02  1.5427269013E+02  2.0656152003E+02
  4.6000000000E+01  5.6000000000E+01       3.2159971557E+03  2.5525032852E+00  1.2958665049E+01  2.1826798845E+01  1.6077094154E+02  2.6032778660E+01  2.7983169910E+02  1.5219349148E+02  2.0715127019E+02
  4.7000000000E+01  5.7000000000E+01       3.2168720566E+03  2.4620205678E+00  1.2845634534E+01  2.1494462622E+01  1.5383394871E+02  2.6438571295E+01  2.7596045229E+02  1.5051712808E+02  1.9926291795E+02
  4.8000000000E+01  5.8000000000E+01       3.2165157093E+03  2.4797124504E+00  1.2864691708E+01  2.1617144403E+01  1.5803562435E+02  2.6447617582E+01  2.7822317268E+02  1.5069902886E+02  2.0183982593E+02
  4.9000000000E+01  5.9000000000E+01       3.2147696647E+03  2.4404897926E+00  1.2826031677E+01  2.1591130893E+01  1.5214301212E+02  2.6549852112E+01  2.7865487024E+02  1.4940257290E+02  1.9975607779E+02
  5.0000000000E+01  6.0000000000E+01       3.2130820250E+03  2.4700006711E+00  1.2842721123E+01  2.1987769937E+01  1.5525556629E+02  2.6544160291E+01  2.7985709842E+02  1.4914564806E+02  2.0137015844E+02
  5.1000000000E+01  6.1000000000E+01       3.2135787827E+03  2.4058671955E+00  1.2259313644E+01  2.1756441188E+01  1.5164804110E+02  2.6601573688E+01  2.7580240388E+02  1.4329355570E+02  1.9203684624E+02
  5.2000000000E+01  6.2000000000E+01       3.1737161697E+03  2.4160101113E+00  1.2291266033E+01  2.1898851557E+01  1.5183890543E+02  2.6471767875E+01  2.7791375247E+02  1.4324981972E+02  1.9406021517E+02
  5.3000000000E+01  6.3000000000E+01       3.1728230438E+03  2.4058433190E+00  1.2230318179E+01  2.1562475427E+01  1.5008745762E+02  2.6414443948E+01  2.7504809723E+02  1.4366613026E+02  1.9002898857E+02
  5.4000000000E+01  6.4000000000E+01       3.1011122426E+03  2.4229814820E+00  1.2319328909E+01  2.1680507085E+01  1.5039553949E+02  2.6152652420E+01  2.7714092957E+02  1.4328312475E+02  1.9334659720E+02
  5.5000000000E+01  6.5000000000E+01       3.2550070964E+03  2.3411108290E+00  1.1793553722E+01  2.1254058336E+01  1.5237580627E+02  2.7025353244E+01  2.7184466607E+02  1.3366527346E+02  1.8561819795E+02
  5.6000000000E+01  6.6000000000E+01       3.2532709599E+03  2.3575897721E+00  1.1857008791E+01  2.1352155136E+01  1.5373414461E+02  2.7075929009E+01  2.7314450404E+02  1.3352081611E+02  1.8646329110E+02
  5.7000000000E+01  6.7000000000E+01       3.1761116412E+03  2.3642040311E+00  1.1873516870E+01  2.1650830004E+01  1.5300990375E+02  2.7038881605E+01  2.7562210025E+02  1.3360341349E+02  1.8669061958E+02
  5.8000000000E+01  6.8000000000E+01       3.1403342155E+03  2.3748442078E+00  1.1893509146E+01  2.1855879955E+01  1.5223365139E+02  2.6924827450E+01  2.7983131719E+02  1.3471636726E+02  1.8857402961E+02
  5.9000000000E+01  6.9000000000E+01       3.1384015790E+03  2.3789831880E+00  1.1968240747E+01  2.2464623621E+01  1.5513370176E+02  2.6959909169E+01  2.8317319904E+02  1.3454646959E+02  1.8910559946E+02
  6.0000000000E+01  7.0000000000E+01       3.1375396081E+03  2.4021360627E+00  1.1966828018E+01  2.2549081487E+01  1.5786164648E+02  2.7003896801E+01  2.8323344380E+02  1.3470898576E+02  1.8925573285E+02
  6.1000000000E+01  7.1000000000E+01       3.0314351832E+03  2.3955387785E+00  1.1914270839E+01  2.2551354589E+01  1.5724838680E+02  2.6709646074E+01  2.8487836280E+02  1.3291827122E+02  1.9145983326E+02
  6.2000000000E+01  7.2000000000E+01       2.9908193886E+03  2.3871037604E+00  1.1877904533E+01  2.2332178822E+01  1.5679896931E+02  2.6396017641E+01  2.8334646783E+02  1.3189258979E+02  1.9087906583E+02
  6.3000000000E+01  7.3000000000E+01       2.9898543222E+03  2.4052164314E+00  1.1962696267E+01  2.2698635600E+01  1.5832704367E+02  2.6443967058E+01  2.8446772314E+02  1.3188902326E+02  1.9164537012E+02
  6.4000000000E+01  7.4000000000E+01       2.9412550229E+03  2.4082310808E+00  1.2015333011E+01  2.2746438480E+01  1.5967282881E+02  2.6327686599E+01  2.8580738352E+02  1.3123833865E+02  1.9270810747E+02
  6.5000000000E+01  7.5000000000E+01       2.9018725821E+03  2.4071929897E+00  1.1964630439E+01  2.2498214632E+01  1.5832915104E+02  2.6103546792E+01  2.8534055836E+02  1.3112725740E+02  1.9237877163E+02
  6.6000000000E+01  7.6000000000E+01       2.9008923064E+03  2.3996321295E+00  1.2009909732E+01  2.2810388498E+01  1.6128628746E+02  2.6082844637E+01  2.8653156261E+02  1.3179349711E+02  1.9366138859E+02
  6.7000000000E+01  7.7000000000E+01       2.8421354283E+03  2.4139113975E+00  1.1991998952E+01  2.2984058060E+01  1.6150469202E+02  2.5905978801E+01  2.9003577208E+02  1.3150276542E+02  1.9526450276E+02
  6.8000000000E+01  7.8000000000E+01       2.8410848696E+03  2.4122150143E+00  1.2009990885E+01  2.3074557279E+01  1.6458653444E+02  2.5940340915E+01  2.9139816910E+02  1.3225058753E+02  1.9630315325E+02
  6.9000000000E+01  7.9000000000E+01       2.8391259511E+03  2.4198232945E+00  1.2015527741E+01  2.3087305211E+01  1.6446898399E+02  2.6006907060E+01  2.9205178187E+02  1.3134323411E+02  1.9826100571E+02
  7.0000000000E+01  8.0000000000E+01       2.7536197972E+03  2.4204031901E+00  1.1943817892E+01  2.3096388437E+01  1.6428637794E+02  2.5614610012E+01  2.9349222231E+02  1.3168099262E+02  1.9932585504E+02
  7.1000000000E+01  8.1000000000E+01       2.7536194410E+03  2.4236199201E+00  1.1943926275E+01  2.3096460567E+01  1.6428645818E+02  2.5615164691E+01  2.9349211230E+02  1.3168108779E+02  1.9932577713E+02
  7.2000000000E+01  8.2000000000E+01       2.6955189809E+03  2.4202361722E+00  1.2035889603E+01  2.3059839878E+01  1.6376855611E+02  2.5480722567E+01  2.9324199189E+02  1.3039828435E+02  1.9881117699E+02
  7.3000000000E+01  8.3000000000E+01       2.6654006238E+03  2.4459548266E+00  1.2044237456E+01  2.3055567212E+01  1.6344468325E+02  2.5334748520E+01  2.9420803411E+02  1.2963934182E+02  2.0289588688E+02
  7.4000000000E+01  8.4000000000E+01       2.6417081561E+03  2.4579201378E+00  1.2065411032E+01  2.3421094869E+01  1.6193455713E+02  2.5274727148E+01  2.9670754546E+02  1.2902527454E+02  2.0272284692E+02
  7.5000000000E+01  8.5000000000E+01       2.6039771187E+03  2.4536601918E+00  1.2042371185E+01  2.3437789618E+01  1.6189899271E+02  2.5134397543E+01  2.9727053957E+02  1.2864237588E+02  2.0293359673E+02
  7.6000000000E+01  8.6000000000E+01       2.6025639762E+03  2.4583271103E+00  1.2147660977E+01  2.3766257307E+01  1.6367487625E+02  2.5123372184E+01  2.9940819148E+02  1.2784654094E+02  2.0475317737E+02
  7.7000000000E+01  8.7000000000E+01       2.5600364663E+03  2.4416757024E+00  1.2174565134E+01  2.3798067302E+01  1.6587369162E+02  2.4995740589E+01  3.0076130211E+02  1.2715320582E+02  2.0645995090E+02
  7.8000000000E+01  8.8000000000E+01       2.5589325764E+03  2.4405969012E+00  1.2256353800E+01  2.3750004089E+01  1.6549878211E+02  2.5141330655E+01  3.0255243712E+02  1.2595688561E+02  2.0953555656E+02
  7.9000000000E+01  8.9000000000E+01       2.5087033418E+03  2.4342376615E+00  1.2234217618E+01  2.3786113729E+01  1.6553998832E+02  2.4965891154E+01  3.0349080074E+02  1.2537532075E+02  2.0982784580E+02
  8.0000000000E+01  9.0000000000E+01       2.4775921056E+03  2.4216143774E+00  1.2188680811E+01  2.3769810925E+01  1.6485068302E+02  2.4856934485E+01  3.0395231683E+02  1.2525301493E+02  2.0959934888E+02
  8.1000000000E+01  9.1000000000E+01       2.4569788864E+03  2.4191400422E+00  1.2219263486E+01  2.4015636553E+01  1.6363680907E+02  2.4765930415E+01  3.0533927971E+02  1.2566319395E+02  2.1044651709E+02
  8.2000000000E+01  9.2000000000E+01       2.4368934306E+03  2.4298667750E+00  1.2124913900E+01  2.4026726125E+01  1.6108781036E+02  2.4442484861E+01  3.0492832946E+02  1.2957352863E+02  2.1087704546E+02
  8.3000000000E+01  9.3000000000E+01       2.4352817184E+03  2.4242796079E+00  1.2167978236E+01  2.4313091941E+01  1.6404156494E+02  2.4251469924E+01  3.0621659247E+02  1.3021751442E+02  2.1341433989E+02
  8.4000000000E+01  9.4000000000E+01       2.3944798955E+03  2.4312353590E+00  1.2182020422E+01  2.4444269437E+01  1.6371504829E+02  2.3934024681E+01  3.0773920216E+02  1.3145991247E+02  2.1446676270E+02
  8.5000000000E+01  9.5000000000E+01       2.3944795094E+03  2.4475057381E+00  1.2183316821E+01  2.4444936437E+01  1.6371504272E+02  2.3934656760E+01  3.0773916750E+02  1.3146037397E+02  2.1446702132E+02
  8.6000000000E+01  9.6000000000E+01       2.3505620523E+03  2.4398253969E+00  1.2110728283E+01  2.4568170446E+01  1.6169556193E+02  2.3678302634E+01  3.0778120332E+02  1.3259429067E+02  2.1457414545E+02
  8.7000000000E+01  9.7000000000E+01       2.3491175972E+03  2.4405812431E+00  1.2087692905E+01  2.4610213672E+01  1.5993279434E+02  2.3570043274E+01  3.0974630053E+02  1.3454329164E+02  2.1757900288E+02
  8.8000000000E+01  9.8000000000E+01       2.3453670341E+03  2.4137448027E+00  1.2110309142E+01  2.4667148721E+01  1.6542227144E+02  2.3586740946E+01  3.1055846529E+02  1.3288003646E+02  2.1792724542E+02
  8.9000000000E+01  9.9000000000E+01       2.2909759619E+03  2.4000686224E+00  1.2120752680E+01  2.4810532786E+01  1.6390969808E+02  2.3277555230E+01  3.1289959147E+02  1.3356173361E+02  2.1891106770E+02
  9.0000000000E+01  1.0000000000E+02       2.2915213387E+03  2.3292649531E+00  1.2165051349E+01  2.4726237561E+01  1.6101419276E+02  2.3161797430E+01  3.1309407830E+02  1.3644441697E+02  2.1924764995E+02
  9.1000000000E+01  1.0100000000E+02       2.2837812303E+03  2.3172721840E+00  1.2194376964E+01  2.4925991929E+01  1.6221461654E+02  2.3331805551E+01  3.1364370305E+02  1.3426585330E+02  2.2145946586E+02
  9.2000000000E+01  1.0200000000E+02       2.2830926313E+03  2.3423047703E+00  1.2150531265E+01  2.4951790428E+01  1.5768099923E+02  2.3331381900E+01  3.1375670763E+02  1.3627314634E+02  2.2154038704E+02
  9.3000000000E+01  1.0300000000E+02       2.2790077236E+03  2.3741001140E+00  1.2074955079E+01  2.5411485346E+01  1.5275341354E+02  2.2963061976E+01  3.1298888799E+02  1.4315325083E+02  2.2060264202E+02
  9.4000000000E+01  1.0400000000E+02       2.2352327288E+03  2.3480131414E+00  1.2073080168E+01  2.5560072746E+01  1.5438263673E+02  2.2796692677E+01  3.1394988522E+02  1.4285383243E+02  2.2090503006E+02
  9.5000000000E+01  1.0500000000E+02       2.2352118671E+03  2.3604982933E+00  1.2076202070E+01  2.5677854872E+01  1.5440102915E+02  2.2796539475E+01  3.1394952511E+02  1.4287001137E+02  2.2091603399E+02
  9.6000000000E+01  1.0600000000E+02       2.1964633437E+03  2.3629806250E+00  1.2068714737E+01  2.5908165886E+01  1.5158284978E+02  2.2270213004E+01  3.1404072872E+02  1.4834463389E+02  2.2362371417E+02
  9.7000000000E+01  1.0700000000E+02       2.1939320266E+03  2.3404300921E+00  1.2163022249E+01  2.5935154562E+01  1.5445371401E+02  2.2288246403E+01  3.1409875854E+02  1.4634739493E+02  2.2388878507E+02
  9.8000000000E+01  1.0800000000E+02       2.1591626550E+03  2.3454111324E+00  1.2193237960E+01  2.6162611232E+01  1.5097696413E+02  2.1917304229E+01  3.1423631018E+02  1.4966698250E+02  2.2705633461E+02
  9.9000000000E+01  1.0900000000E+02       2.2831049637E+03  2.1672403122E+00  1.2643572363E+01  2.6010794320E+01  1.6198940036E+02  2.3487525886E+01  3.1658921926E+02  1.3550205653E+02  2.3087855296E+02
  1.0000000000E+02  1.1000000000E+02       2.2613667828E+03  2.1865289635E+00  1.2614047348E+01  2.6116294108E+01  1.6119784143E+02  2.3396356681E+01  3.1778679111E+02  1.3536691053E+02  2.3016505930E+02
  1.0100000000E+02  1.1100000000E+02       2.2459467831E+03  2.1612673631E+00  1.2793015479E+01  2.6671681711E+01  1.6228278547E+02  2.3578376640E+01  3.2219914972E+02  1.3251073273E+02  2.3155874037E+02
  1.0200000000E+02  1.1200000000E+02       2.2288535647E+03  2.1547207025E+00  1.2840028745E+01  2.6935240913E+01  1.6295767511E+02  2.3660168522E+01  3.2386751118E+02  1.3126684730E+02  2.3191170223E+02
  1.0300000000E+02  1.1300000000E+02       2.2288532566E+03  2.1568144967E+00  1.2840659950E+01  2.6935459962E+01  1.6295763304E+02  2.3660790180E+01  3.2386755873E+02  1.3126703720E+02  2.3191172940E+02
  1.0400000000E+02  1.1400000000E+02       2.1939968952E+03  2.1491077735E+00  1.2783598762E+01  2.7055810938E+01  1.6146458065E+02  2.3581508453E+01  3.2578045679E+02  1.3154111002E+02  2.3103276811E+02
  1.0500000000E+02  1.1500000000E+02       2.1903813307E+03  2.1013574134E+00  1.3070027704E+01  2.7259714023E+01  1.6881192964E+02  2.3696101893E+01  3.2999522517E+02  1.2758159856E+02  2.3689147695E+02
  1.0600000000E+02  1.1600000000E+02       2.1396166382E+03  3.6058752944E+00  1.5883731768E+01  3.7976804256E+01  5.1901450879E+01  2.9189064149E+01  3.7952523830E+02  2.6436234433E+02  3.4786118635E+02
  1.0700000000E+02  1.1700000000E+02       2.1199466533E+03  3.6001630902E+00  1.5885145234E+01  3.7907430409E+01  5.1673653650E+01  2.9131039724E+01  3.7971580434E+02  2.6405149038E+02  3.4752029841E+02
  1.0800000000E+02  1.1800000000E+02       2.1958026144E+03  3.5429698178E+00  1.5747718000E+01  3.7140321047E+01  5.4214080684E+01  2.8283930009E+01  3.7569571610E+02  2.5699391336E+02  3.4200957327E+02
  1.0900000000E+02  1.1900000000E+02       2.1964294076E+03  3.4057000610E+00  1.5850236294E+01  3.6333302424E+01  5.2203951338E+01  2.8355642424E+01  3.6949002767E+02  2.5222484988E+02  3.3250961808E+02
  1.1000000000E+02  1.2000000000E+02       2.2283063477E+03  4.5907078619E+00  2.9426049166E+01  2.8073878543E+01  2.1198232870E+01  5.7433820682E+01  4.3937874429E+02  3.5454958557E+02  4.1113748842E+02
  1.1100000000E+02  1.2100000000E+02       2.2244209103E+03  4.6078984482E+00  2.9519279653E+01  2.8202349281E+01  2.1222396444E+01  5.7533800841E+01  4.4189265804E+02  3.5631769885E+02  4.1388548588E+02
  1.1200000000E+02  1.2200000000E+02       2.2062832763E+03  4.6012644695E+00  2.9440977142E+01  2.8197128202E+01  2.1225012448E+01  5.7498606447E+01  4.3915730839E+02  3.5260707964E+02  4.1270901306E+02
  1.1300000000E+02  1.2300000000E+02       2.1823287967E+03  4.5966171339E+00  2.9500454033E+01  2.8510242327E+01  2.1322476707E+01  5.6140749299E+01  4.4031455791E+02  3.5102433882E+02  4.1416087521E+02
  1.1400000000E+02  1.2400000000E+02       2.1799840777E+03  4.6052603310E+00  2.9646102871E+01  2.8523164072E+01  2.1321050523E+01  5.6303735591E+01  4.4179354178E+02  3.5350182786E+02  4.1454281998E+02
  1.1500000000E+02  1.2500000000E+02       2.1485662048E+03  4.5874624066E+00  2.9482032548E+01  2.8524675971E+01  2.1302089805E+01  5.5563625194E+01  4.4086045321E+02  3.5187245944E+02  4.1428073161E+02
  1.1600000000E+02  1.2600000000E+02       2.1422027662E+03  4.5997479661E+00  2.9547954309E+01  2.8559098343E+01  2.1311671905E+01  5.5530899882E+01  4.4384660405E+02  3.5258483617E+02  4.1612159387E+02
  1.1700000000E+02  1.2700000000E+02       2.1160893176E+03  4.5908362227E+00  2.9458023788E+01  2.8514534105E+01  2.1273812171E+01  5.5270868497E+01  4.4210921563E+02  3.5059904431E+02  4.1331429823E+02
  1.1800000000E+02  1.2800000000E+02       2.1131166025E+03  4.6017435100E+00  2.9563447350E+01  2.8743836450E+01  2.1297234679E+01  5.5185757910E+01  4.4422373382E+02  3.5193469153E+02  4.1677134642E+02
  1.1900000000E+02  1.2900000000E+02       2.0878428810E+03  4.6019735519E+00  2.9545634490E+01  2.8693507757E+01  2.1278575768E+01  5.5002890990E+01  4.4490856650E+02  3.5231669397E+02  4.1540141886E+02
  1.2000000000E+02  1.3000000000E+02       2.0692280464E+03  4.6017229807E+00  2.9545347291E+01  2.8738725985E+01  2.1256902695E+01  5.4777732283E+01  4.4417913499E+02  3.5162907063E+02  4.1761742638E+02
  1.2100000000E+02  1.3100000000E+02       2.0509634427E+03  4.6079077764E+00  2.9547540952E+01  2.8789152336E+01  2.1249282976E+01  5.4555475736E+01  4.4569497762E+02  3.5098623909E+02  4.1738361410E+02
  1.2200000000E+02  1.3200000000E+02       2.0460134852E+03  4.6031149504E+00  2.9395538304E+01  2.8664130459E+01  2.1392331155E+01  5.4656148610E+01  4.4658027125E+02  3.5119643030E+02  4.1739858547E+02
